2019-01-21 16:41:33.511780
#,Who,=,*,A,B,C,D,E
2385,optimisticdeterminist,1328,,482,846,,,
2388,Pr0tick,1326,,488,838,,,
2388,NurCorezzi,1326,,484,842,,-4,
2388,ouyeye,1326,,470,856,-2,,
2388,yuzhibo,1326,,474,852,,,
2388,Sir_Edward,1326,,426,900,,,
2388,adityad1998,1326,,462,864,,,
2394,SurajPrakash,1324,,468,856,,,
2394,dizballanze,1324,,420,904,,-2,
2394,madhavverma48,1324,,464,860,,,
2394,Evirir,1324,,420,904,,,
2394,DongChengrong,1324,,478,846,,,
2394,fuad036,1324,,428,896,,,
2400,lizhijian,1322,,484,838,,,
2400,IIUC_minhazmiraz,1322,,426,896,,,
2400,mannshah27,1322,,480,842,,,
2400,asdacap,1322,,476,846,-2,,
2400,xish,1322,,426,896,,,
2400,sam250698,1322,,458,864,,,
2400,Aaronus23,1322,,466,856,,,
2400,Cyber_Wizard,1322,,476,846,,,
2400,bwang1008,1322,,422,-3,900,,
2409,codebreaker1296,1320,,420,900,,,
2409,jimmy51997,1320,,486,834,-1,,
2409,conjecture_xyz,1320,,424,896,,,
2409,CoDeHuNtEr,1320,,490,830,,,
2409,adityakumar3811,1320,,486,834,,,
2409,img2,1320,,468,852,,,
2415,asad_shuvo,1318,,462,856,,,
2415,Stockholm,1318,,466,852,,,
2415,sengoku,1318,,462,856,-4,,
2415,FrozenBeast028,1318,,476,842,-1,,
2415,lalalahhh,1318,,470,848,,,
2415,_wonderwoman,1318,,474,844,,,-1
2415,butter_n_cheese,1318,,482,836,,,
2415,limit613,1318,,470,848,,,
2415,120106,1318,,482,836,,,
2415,Qito,1318,,454,864,-2,,
2415,HoGan_ThEMasTerMind,1318,,432,886,,,
2415,Towfiq379,1318,,418,900,,,-1
2415,hsl2363,1318,,482,836,,,
2415,MinumCoklatPanas,1318,,430,888,,,
2415,the_belal,1318,,426,892,,,
2415,0-v-0,1318,,430,888,,,
2415,akashks,1318,,418,900,,,
2432,dhydye,1316,,432,884,,,
2432,singhrahul15114024,1316,,480,836,-1,,-3
2432,thelonewolf,1316,,468,848,,,
2432,KirillRomanov,1316,,474,842,,,
2432,VTR,1316,,452,864,,,
2432,Ondassyn,1316,,468,848,,,
2432,lukamosiashvili,1316,,488,828,-1,,
2432,jenya261995,1316,,474,842,-1,-1,-1
2440,div12gau,1314,,466,848,,,
2440,RUDRA_DAS,1314,,426,888,,,
2440,J2Pasuing,1314,,462,852,,,
2440,2020akadaver,1314,,480,834,-3,,
2440,aasom143,1314,,358,956,-1,,
2440,index_,1314,,484,830,-5,,
2440,hoffen,1314,,474,840,,,
2440,revanthreddy85,1314,,476,838,,,
2440,bhavik_c,1314,,484,830,,,
2449,SkylerBlue,1312,,464,848,,,
2449,SI_AM,1312,,488,824,,-1,
2449,XDKalia,1312,,472,840,,,
2449,soal01,1312,,482,830,,,
2449,2017224400,1312,,474,838,,,
2449,1612190130,1312,,464,848,,,
2449,harshits337,1312,,470,842,,,
2449,snovis007,1312,,452,860,,,-1
2449,ABHISHEK019,1312,,420,892,,,
2458,Mr.l2018,1310,,480,830,,,
2458,Crush_On_U,1310,,478,832,,,
2458,Xorro,1310,,482,828,,,
2458,ddaydream,1310,,466,844,,,
2458,Kakashi_150,1310,,478,832,,,
2458,hofergabriel,1310,,476,,834,,
2458,enaim,1310,,440,870,,,
2458,iCoder0020,1310,,484,826,,,
2458,827852427,1310,,482,828,,,
2467,mbstu_nitai,1308,,470,838,-2,,
2467,laplace_3,1308,,480,-4,828,,
2467,Raveesh,1308,,484,824,,,
2467,rahul_asnani,1308,,482,826,,,
2467,mtarani,1308,,472,836,,,
2467,daarkl00rd,1308,,482,826,,,
2467,kay--see--kay,1308,,476,832,,,
2474,IceFire,1306,,458,848,,,
2474,deadmau4,1306,,418,888,,-1,
2474,latvian,1306,+4,-1,956,,,
2474,qdu_DABAI,1306,,422,884,,,
2474,M1v1savva1601,1306,,366,-2,940,-1,
2474,sumit3,1306,,466,840,,-2,
2474,ninusik262,1306,,436,,870,,
2474,QuinnLin,1306,,454,852,,-1,
2474,mblaze,1306,,434,872,,,
2474,pratiksha27,1306,,414,892,,,
2474,ylxmf2005,1306,,480,,826,,
2485,maxuh14,1304,,412,892,-1,-1,
2485,rishabh_singh_,1304,,478,-1,826,,
2485,910306264,1304,,424,880,,-4,
2485,Rohankumar44,1304,,482,822,,,
2485,SorahISA,1304,,380,924,,,
2485,pedroh,1304,,364,940,,-7,
2485,avi.bpgc,1304,,472,832,,,
2485,derrickball,1304,,460,844,,,
2485,somz22,1304,,464,840,,,
2485,ecjtu17xiongtao,1304,,480,824,,,
2485,Lilaa,1304,,486,818,,,
2496,Mahi_Al_Jawad,1302,,478,824,,,
2496,buggy.code,1302,,378,924,,,
2496,atharva_sarage,1302,,432,870,,-1,
2496,asdf1_CF,1302,,490,812,,,
2496,miloserd,1302,,480,822,,-1,
2496,Sang_Pham,1302,,418,884,-1,,
2496,Rashidov_Anis,1302,-1,424,928,,,
2496,Les1ie,1302,,476,826,,,
2496,AKS1996,1302,,474,828,,,-1
2496,Conservative,1302,,394,908,-1,,
2506,IQDepana,1300,,484,816,,,
2506,_------_,1300,,452,848,,,-1
2506,Pi-nan,1300,,384,916,,,
2506,milanj1,1300,,452,848,,,
2506,shubhu1596,1300,,482,818,-6,,
2506,kamalchoudhury64,1300,,464,836,,,
2512,Jay_13,1298,,432,866,,,
2512,Moath,1298,,462,836,,,
2512,kysen,1298,,466,832,,,
2512,dawn_LL,1298,,470,828,-3,,
2512,Shintaku,1298,,458,840,,,
2512,111vad111,1298,,428,870,-3,,
2512,T33,1298,,414,884,-2,,
2512,kgp_168,1298,,418,880,,,
2512,mithun_rahman,1298,,458,840,,,
2512,aks_12345,1298,,486,812,,,
2512,pureZer,1298,,476,822,,,
2523,borbely.david,1296,,464,832,,,
2523,sasidhar_reddy,1296,,468,828,,,
2523,Abhish1Sharma,1296,,456,840,,,
2523,I_am_Heisenberg,1296,,424,872,-1,,
2523,bash265,1296,,482,814,,,
2523,God__of__thunder,1296,,482,814,,,-1
2523,abhishekad7,1296,,476,820,,,
2523,BenFromHUST,1296,,472,824,-1,,
2523,HaKkaz.an,1296,-1,484,862,,,
2523,esketitt,1296,,482,814,,,
2533,ss_loves_a-k,1294,,418,876,,,-1
2533,xvenom99,1294,,462,832,,,
2533,dhakaji,1294,,450,844,,,
2533,mars_man,1294,,470,824,,,
2533,JC.SV,1294,,454,840,,,
2533,kFOUR,1294,,458,836,,,
2533,nucleare,1294,,454,840,,,
2533,arcus,1294,,418,876,,,
2533,JoeGun,1294,,476,818,,,
2542,ShikharTomar,1292,,412,880,,,
2542,mv_29,1292,,448,844,,,
2542,LeoWang2005,1292,,468,824,,,
2542,F-31,1292,,444,848,,,
2542,igorshepsh,1292,,474,818,,,
2542,grey,1292,,420,872,,,
2548,bdomokos,1290,,470,820,,,
2548,kamalalochini,1290,,462,828,,,
2548,anduda,1290,,474,816,-3,,
2548,RyukendO,1290,,418,872,-1,,
2548,MATH4CESFORDJKSTRALOVERS,1290,,442,848,-1,,
2548,Joker_pablo,1290,,422,868,,,
2554,MrAlexandrov,1288,,484,804,,,
2554,rkasp,1288,,462,826,,,
2554,Godfather_99,1288,,452,836,,,
2554,lvt_rsh,1288,,474,814,,,
2554,darshankdarji,1288,,488,800,,,
2554,MadLife,1288,,474,814,,,
2554,nsit_coder,1288,,434,854,,,
2561,woodline23xx,1286,,480,806,-1,,
2561,algorithm16,1286,,490,796,,,
2561,Anonymous_ism,1286,,414,872,,,
2561,hieu_2004,1286,,478,808,,,
2561,kosciuska,1286,,470,816,,,
2561,atpgsir,1286,,458,828,,,
2561,neel71,1286,,468,818,,,
2561,todiketan,1286,,414,872,,,
2561,tushaar11,1286,,480,806,,,
2561,stellet_,1286,,470,816,,,
2571,X_Future,1284,,416,868,-1,,
2571,Jety,1284,,434,850,,,
2571,ZGQ,1284,,486,-3,798,,
2571,pravin014,1284,,444,840,,,
2571,TooSimp1e,1284,,482,802,-2,,
2571,henu-lyg,1284,,484,800,,,
2571,codeforces1998,1284,,464,820,,,
2571,eagleye103,1284,,452,832,,,
2579,make_IITI_great_again,1282,,426,-3,856,,
2579,aayushagarwalmnnit,1282,,466,816,,,
2579,beast_pirate,1282,,378,904,-1,,
2582,pranayrawat95,1280,,416,864,,,
2582,justanothercoder,1280,,398,-2,882,,
2582,shashank2409,1280,,472,808,,,
2582,LoNgLoNgDoUblE,1280,,472,808,,,
2582,ekansh573,1280,,408,872,,,
2582,zq13,1280,,472,808,-2,,
2582,Kurisuzzz,1280,,420,860,-1,,
2582,sundesh,1280,,426,854,,,
2590,JavierDlg,1278,,480,-2,798,,
2590,mahadi97,1278,,398,880,,,
2590,Ishraq_Nibir,1278,,474,804,,,
2590,bning,1278,,460,818,,,
2590,karngyan,1278,,436,842,,,
2590,maozkurt,1278,,466,812,,,
2596,silvertaurus1,1276,,460,816,,,
2596,Tunesh_kant,1276,,412,864,,,
2596,Binga,1276,,464,812,,,
2596,mashot228,1276,,464,812,,,
2596,Xorawar,1276,,408,868,,,
2596,mishok,1276,,440,836,,,
2596,assault2,1276,,460,816,,,
2596,123sujeet,1276,,468,808,,,
2596,CourierLo,1276,,444,832,,,
2596,bsgreentea,1276,,448,828,,,
2596,abszse,1276,,484,792,,,
2607,OOORRRRZZZZZ,1274,,454,820,,,
2607,Too_Naive,1274,,472,802,-1,,-1
2607,jayu5338,1274,,484,790,,,
2607,__Starlight,1274,,424,850,,,
2607,Warriories,1274,,476,798,,,
2607,darelover,1274,,414,860,,,-1
2607,Yutzu,1274,,468,806,,,
2614,dierks,1272,,448,824,,,
2614,code_bleeder,1272,,472,800,,,
2614,sreejith,1272,,448,824,,,
2614,atul0909,1272,,486,786,,,
2614,ZhangFuqun,1272,,412,860,,,
2619,NvrMind,1270,,466,804,,,
2619,FeedDestroyer,1270,,382,888,,,
2619,spookywooky,1270,,446,824,,,
2619,drroot,1270,,494,776,,,
2619,Moe_Sakiya,1270,,456,814,,,
2624,el.duivel,1268,,444,824,,,
2624,suraj_gupta842683866,1268,,456,812,,,
2624,Kucha,1268,,420,848,,,
2624,Legendary_27,1268,,478,790,,,
2624,AkramKhan,1268,,462,806,,,
2624,sxweetlollipop2912,1268,,392,-1,876,,
2624,TheOmniscient,1268,,482,786,,,
2631,mirza_bob,1266,,410,856,,,
2631,Rifat79,1266,,402,864,,,
2631,blackstone1,1266,,446,820,,,
2631,2465806616,1266,,460,806,,,
2631,Umm,1266,,468,-4,798,,
2631,delta_One,1266,,454,812,,,
2631,kgmkr00001,1266,,462,804,,,
2631,shifathrahman472533,1266,,446,820,,,
2631,PBatch,1266,,424,842,-2,,
2640,pranshugarg02,1264,,462,802,,,
2640,jp3bgy,1264,,462,802,-1,,
2640,Sailor32,1264,,478,786,,,
2640,anurag_f,1264,,456,808,,,
2640,ak3899,1264,,452,812,,,
2645,MaskedMan,1262,,450,812,,,
2645,incrediblerahul,1262,,450,812,,,
2645,weaponChoice,1262,,362,,900,,
2645,saglam.muzaffer,1262,,476,786,,,
2645,thelastjindal,1262,,466,796,,,
2645,mdazmat9,1262,,462,800,,,
2651,xanfighter,1260,,436,824,,,
2651,daydaylee1227,1260,,452,808,,,
2651,A_Random_variable,1260,,404,856,,,
2654,dbadulin,1258,,472,-2,786,,
2654,WGree,1258,,442,816,,,
2654,Koo_,1258,,454,804,,,
2654,tsuda1627406047,1258,,486,772,,,
2654,meracle2309,1258,,460,798,-4,,
2654,swust5120175184,1258,,366,892,,,
2654,deblina_07,1258,,460,798,,,
2654,harry_game,1258,,454,804,,,
2654,mokujin,1258,,394,864,,,
2654,tyagikartik4282,1258,,458,800,,,
2654,blinkshot,1258,,416,842,,,
2665,sxizz,1256,,422,834,,,
2665,alexismed,1256,,422,834,,,
2665,Russian_Cerber,1256,,464,792,,,
2665,piyushkhanna,1256,,468,788,,,
2665,drwn28,1256,,474,782,,,
2665,Hang_cccccc,1256,,470,786,,,
2671,Fady_Ahdy8,1254,,482,772,,,
2671,bhushan_7,1254,,454,800,,,
2671,PSC12,1254,,426,828,,,
2671,Pawel.Beza,1254,,468,786,-1,,
2671,Alric,1254,,386,868,,,
2671,oliverwayne,1254,,362,892,,,
2671,XieXianWang,1254,,414,840,,,
2671,rohit_0809,1254,,456,798,,,
2679,PapasFritas,1252,,414,838,,,
2679,bobodesu,1252,,458,794,,,
2679,pinokions009,1252,,456,796,,,
2679,exeSharkX,1252,,474,778,,,-1
2679,mishatron,1252,,360,892,,,
2679,CaptainTyuryaev,1252,,408,844,,,
2679,Decibit,1252,,436,816,,,
2686,vinuthegr8,1250,,436,814,,,
2686,Dubvas,1250,,436,814,,-5,
2686,sunhuarong,1250,,476,774,,,
2686,w4ynebot,1250,,484,766,,,
2686,Sashka_proger,1250,,422,828,,,
2686,studentcui,1250,,442,808,,,
2686,Kiyogen,1250,,428,822,,,
2686,iec2016056,1250,,446,804,,,
2694,tycw,1248,,414,834,,,
2694,cannabutter,1248,,450,798,,,
2696,chugh,1246,,454,792,,,
2696,hacker920,1246,,406,840,,,
2696,yuiop8747,1246,,422,824,,,
2699,CsOH,1244,,334,910,,-1,-1
2699,Renyxa,1244,,372,872,,,
2699,winter_fell,1244,,348,896,,,
2699,classmate,1244,,458,786,,,
2699,Krutoster,1244,-2,416,-1,928,,
2699,Kurama_Naruto,1244,,452,792,,,
2699,LorenaMaria10,1244,,440,804,,,
2699,devansh1497,1244,,470,774,,,
2699,Necunoscut7,1244,,490,754,-3,,
2699,H_reugo,1244,,468,776,,,
2709,0AC,1242,,434,808,,,
2709,sahil_yadav,1242,,422,820,,,
2709,codingalways,1242,,460,782,,,
2709,nickyname,1242,,442,800,,,
2709,miniblackwu,1242,,446,796,,,
2709,xiaokai666666,1242,,426,816,,,
2709,Walmet,1242,,482,760,,,
2709,sagarthecoder2,1242,,476,766,,,
2717,pKishan2207,1240,,432,808,,-2,
2717,PHREAK_,1240,,368,872,,,
2717,yaochengwei,1240,,488,-1,752,,
2717,rj_coder,1240,,440,800,,,
2717,sibasish_14,1240,,466,774,,,
2717,mohit26197,1240,,478,762,,,
2717,OnlyLatinLetters,1240,,480,760,,,-2
2717,Giveusugar,1240,,436,804,,,
2725,Debasish1610177113,1238,,466,772,,,
2725,BIT1120172998,1238,,488,750,,,
2725,postironia,1238,,420,818,,,
2728,samraj2k,1236,,478,758,,,
2728,ankitkgcs,1236,,364,872,,,
2728,GoldenFingers,1236,,378,858,,,
2728,rahul_agrawal,1236,,400,836,,,
2728,bloodfox,1236,,404,832,,,
2728,ujjwal1262,1236,,434,802,,,
2734,__routine__,1234,,476,758,,,
2734,NorthenLight,1234,,420,814,,,
2734,ParkJH,1234,,462,772,,,
2734,xueyuan,1234,,450,784,,,
2734,_kh,1234,,408,826,,,
2734,mishra-tanay,1234,,484,750,,,
2740,bigbignoodle,1232,,480,752,,,-1
2740,killer_lsy,1232,,212,-2,1020,-1,
2740,vipin_bhardwaj,1232,,426,806,,,
2740,ferrari430,1232,,486,746,,,
2740,Secina,1232,,468,764,,,
2740,buerjun,1232,,458,774,,,
2740,Rainb0ws,1232,,408,824,,,
2740,MatesV13,1232,,360,872,,,
2748,castomere,1230,,362,868,,,
2748,ArthurCJF,1230,,334,896,,-4,
2748,wj123,1230,-1,448,832,,,
2748,TheLolita,1230,,438,792,,,
2748,tushar8848,1230,,464,766,,,
2753,codefresher,1228,,404,824,,,
2753,Tashdid_trdb,1228,,448,780,,,
2753,_VINTAGE,1228,,474,754,,,
2753,_perfect_,1228,,464,764,,,
2753,Glebik8,1228,,382,846,,,
2753,Er.Strange0919,1228,,462,766,,,-1
2753,Devic,1228,,360,868,,,
2760,zrev2220,1226,,422,804,,,
2760,user-vo2,1226,,402,824,,,
2760,maurya007,1226,,390,836,,,
2760,TomazGomes,1226,,424,802,,,
2760,Dead_Scorpion,1226,,414,812,,,
2760,hschoi1104,1226,,464,762,,,
2760,ND612,1226,,468,758,,,-1
2760,jomatt,1226,,402,824,,,
2760,brenscrazy,1226,,406,-1,820,,
2760,sunil_bswl,1226,,476,750,,,
2760,Silver_Lining,1226,,442,784,,,
2760,xiaohejun,1226,,398,828,,,
2760,TheWildPointer,1226,,290,936,,,
2773,rohandhanwani,1224,,476,748,,,
2773,bling,1224,,448,776,,,
2773,mamumamu,1224,,374,850,,,
2773,Vickymhs,1224,,444,780,,,
2773,omega_k,1224,,394,830,,,
2773,Kylin_king,1224,,446,778,-4,,
2779,TechnoFreak,1222,,454,768,,,
2779,karpik,1222,,470,752,,,
2779,jsalil,1222,,472,750,,-3,
2779,deepak022,1222,,484,738,,,
2779,tiennl,1222,,466,756,,,-1
2779,loalkota,1222,,428,794,-2,,-1
2785,yulinlin,1220,,410,810,,,
2785,slimloser,1220,,404,816,,,
2785,Wish_You_Were_Here,1220,,484,736,,,
2785,oreki_hotaro,1220,,380,840,,,
2785,lalJK99,1220,,452,768,,,
2785,252342126,1220,,444,776,,,
2785,Suvrajit,1220,,396,824,,,
2785,utkarshahuja1,1220,,460,760,,,
2793,npusjp,1218,,456,762,,,
2793,KyrieL,1218,,362,856,,,
2793,wildturtle,1218,,412,806,,,
2793,code_tamer,1218,,470,748,,,
2797,shivam_mnnit,1216,,460,756,,,
2797,vivekiitian,1216,,414,802,,,
2797,EduardSosnerzh,1216,,476,740,,,
2797,monim14,1216,,474,742,,,
2797,Alsophila,1216,,480,736,,,
2797,jluo27,1216,,466,750,,,
2797,Snopka,1216,,404,812,,,
2797,CodingKnight,1216,,452,764,,,
2797,jbj2002,1216,,466,750,,-1,
2797,Jaki,1216,,448,768,,,
2797,NikitaOrsha,1216,,432,784,,-9,
2808,zhangjiling,1214,,398,816,,,
2808,jaaguptamme,1214,,384,830,,,
2808,manasjoshi241,1214,,422,792,-1,,
2808,pranay12345,1214,,442,772,,,
2808,Unknown_00,1214,,478,736,,,
2808,Vaibhav1111,1214,,394,820,,,
2814,ahmad_salah,1212,,382,830,,,
2814,emiya_007,1212,,410,802,,,
2814,NO.53,1212,,466,746,,,
2814,forever_newbie,1212,,430,782,,,
2814,GUOxuan,1212,,424,788,,,
2814,Raajput,1212,,392,820,,,
2814,SashaV,1212,,418,794,,-1,
2821,abisheks,1210,,406,804,,,
2821,mehra_vedant,1210,,480,730,,,
2821,subhojitz123,1210,,456,754,,,
2821,akash13s,1210,,464,746,,,
2825,suolun,1208,,440,768,,,
2825,sineMora,1208,,460,748,,,
2825,motif,1208,,414,794,,,
2825,Too_stupid,1208,,422,786,-6,,
2825,Xcalibur55,1208,,470,738,,,
2825,beemax,1208,,470,738,,,
2825,amazing...,1208,,466,742,,,
2825,robin_aust,1208,,478,730,,,
2825,cgupta08041999,1208,,480,728,-2,,
2834,salomalo25,1206,,458,748,,,
2834,amolpai,1206,,422,784,,,
2834,thehacker4567,1206,,368,838,,,
2834,Krasnoselskih_VA_VKO,1206,,422,784,,,
2838,bool_bool,1204,,412,-4,792,,
2838,batmano07,1204,,432,772,-1,,
2838,Ulanov_Victor,1204,,462,742,,,
2838,jaizzB,1204,,470,734,,,
2838,la_flame_,1204,,470,734,,,
2843,rawnix,1202,,452,750,,,
2843,bugdog,1202,,418,784,,,
2843,blackmambaforever,1202,,466,736,-3,,
2843,AZ01,1202,,358,844,,,
2843,james_ryans,1202,,430,772,,-2,
2843,ordinarv,1202,,470,732,,,
2843,phillip2f,1202,,470,732,,,
2843,WULI,1202,,454,748,,,
2843,Kamyar,1202,,296,-2,906,,
2852,AlexeiBishop,1200,,412,788,,,
2852,vibster,1200,,320,880,-1,,
2852,jshrey625,1200,,476,724,,,
2855,white_horseman,1198,,448,750,,,
2855,Ajit123,1198,,322,876,,,
2855,Geluos,1198,,422,776,,,
2855,azhar556,1198,,458,740,,,
2855,Noob_Noob_,1198,-1,472,776,,,
2860,ploplo,1196,,396,800,,,
2860,47kaktus47,1196,,404,792,,,-2
2860,hashtag_sagar1,1196,,474,722,,,
2860,iamSadee,1196,,348,848,,,
2864,Johnson_Wang,1194,,414,780,,,
2864,SuryaChaitanya,1194,,474,720,,,
2864,HunterXD,1194,,456,738,,,
2864,dreamrunnerRussell,1194,,392,802,,,
2864,owojiecao,1194,,446,748,-1,,
2864,4211905100,1194,,382,812,,,
2870,Stan_Yi,1192,,450,742,,,
2870,stanislavpolyn,1192,+1,430,662,,,
2870,RahmanMoshiur,1192,,396,796,,,
2870,prajnapras19,1192,,436,756,,,
2870,elli0t,1192,,412,780,,,
2870,BharatLodhi,1192,,456,736,,,-1
2870,alessandrosolbiati,1192,,432,760,,-1,
2870,ALI-Lx,1192,,448,744,,,
2878,anshuman16423,1190,,368,822,,,
2878,karunamgoyal,1190,,464,726,,,
2878,intmian,1190,,350,840,,,
2878,inactive_hasan,1190,,482,708,,,
2878,sad101010,1190,,466,724,,,
2878,Bogey24,1190,,422,768,,,
2884,tyzc,1188,,440,748,-2,,
2884,Yaroslav_R_03,1188,,454,734,,,
2884,Ahmed-Al-tahan,1188,,396,792,,,
2884,AbhijeetKns,1188,,458,730,,,-2
2884,3308044284,1188,,448,740,,,
2884,S_A_Z,1188,,448,740,,,
2884,haoran937,1188,,304,884,,,
2891,LemonPudding,1186,,394,792,,,
2891,kunalgoyal9,1186,,476,710,,,
2891,AnGC,1186,,464,722,,,
2891,zeroMZ,1186,,422,764,,,
2891,hars123,1186,,446,740,,,
2891,sumitgaurav,1186,,404,782,,,
2897,takepan2,1184,,388,796,,,
2897,Helomair,1184,,468,716,,,
2897,eduardocaz,1184,,484,700,,,
2897,B_A_N,1184,,340,844,,,
2897,aishwarykumar1947,1184,,464,720,,,
2902,imohammad12,1182,,468,714,,,
2902,pratiklath,1182,,446,736,,,
2902,ITMO.cumBack,1182,,222,960,-11,,-1
2902,SaikatS,1182,,354,828,,,
2902,ashrut_bobby,1182,,476,706,,,
2902,w2sc,1182,,454,728,,-1,
2908,hmp43,1180,,424,756,,,
2908,Christopher_Yan,1180,,492,688,,,
2908,codeknight13,1180,,398,782,,,
2911,dp_05,1178,,468,710,,,
2911,ecjtu17yan,1178,,452,726,,,
2911,ssanishk,1178,,476,702,,,
2911,aaranjan6,1178,,418,760,,,
2911,Liiiov_V,1178,,334,844,-1,,
2911,Mahi1704,1178,,458,720,,,
2911,hshokeen,1178,,434,744,,,
2918,rAzvan2k19,1176,,480,696,,-3,
2918,Road_to_the_dream,1176,,284,892,,,
2918,NWPU_zhaoyiping,1176,,372,804,-1,-6,
2918,_Arion_,1176,,356,820,,,
2918,sshrivastavanshul,1176,,468,708,,,
2918,deepakjnv880,1176,,454,722,,,
2924,flyingdb,1174,,404,770,,,
2924,ogrin_knyaz,1174,,414,760,,,
2924,nipul1,1174,,476,698,,,
2924,SamiulSourav,1174,,476,698,,,
2928,AntonioDaki,1172,,464,708,,,
2928,vandarkholm,1172,,360,812,,,
2928,AcarusJunior,1172,,344,828,-1,,
2928,iamnotacoder,1172,,256,916,,,
2928,liuyongliu,1172,,414,758,-3,,
2933,Happy_Coding,1170,,456,714,,,
2933,Roval_,1170,,458,712,,,-1
2933,codewiz,1170,,418,752,,,
2933,ready,1170,,472,698,,,
2937,AR16,1168,,300,868,,,
2937,DimDimi4,1168,,304,864,,,
2937,kawali69,1168,,352,816,,,
2937,krikti,1168,,300,868,,,
2937,MohamedOsamaAsu,1168,,422,746,,,
2937,HarryWu,1168,,478,690,-1,,
2943,brehze,1166,,354,812,,,
2943,The_Blitz,1166,,298,868,,,
2943,kelzzin2,1166,,318,848,,,
2943,Shubho__Biswas,1166,,342,824,,,
2943,PrinceGing,1166,,378,788,,,
2943,open_criminal,1166,,410,756,,,-2
2943,min05,1166,,298,,868,,
2950,Ankitrajput19,1164,,484,680,,,
2950,garg_puneet123,1164,,388,776,,,
2950,electroWorm,1164,,454,710,,,
2950,Pankin,1164,,326,838,-3,-1,
2950,vikrantgoutam17,1164,,308,856,,,
2950,preetham_7399,1164,,470,694,,,
2950,harshlunagaria,1164,,438,726,,,
2957,NorthKing,1162,,476,686,,,
2957,Kacders,1162,,346,816,,,
2957,laralex,1162,,302,860,,,
2957,mynk322.0,1162,,418,744,,,
2957,Jack_Mo,1162,,462,700,,,
2957,mpranu,1162,,346,816,,,
2957,trensetter,1162,,462,700,,,
2957,don_vick21,1162,,434,728,,,
2957,wangsili096,1162,,,,1162,,
2966,k_parikshith93,1160,,478,682,,,
2966,Gauri_Jain,1160,,428,732,,,
2966,vjindal23,1160,,408,752,,,
2966,gujialiang123,1160,,444,716,,,
2966,meiyoumingzile,1160,,376,784,,,
2971,saurabhnewatiya,1158,,306,852,,,
2971,black_hole6,1158,,470,688,,,
2971,Bekhan_017,1158,,394,764,,,
2974,vvvb,1156,,256,900,,,
2974,MohamedSameh,1156,,492,664,,-4,
2974,fzuzb,1156,,454,702,,,
2974,Rachel_in,1156,,454,702,,,
2978,ShivyShiv,1154,,386,768,,,
2978,qq897276651,1154,,414,740,-1,,
2978,__vladimir__,1154,,470,684,,,
2978,creatorx,1154,,476,678,,,
2978,Roomboy_001,1154,,408,746,,,
2978,Mon_ster10,1154,,464,690,,,
2978,657728419,1154,,356,798,-1,,
2978,firevolt,1154,,404,750,-1,,
2986,jha4032,1152,,412,740,,,
2986,_monkey,1152,,356,796,,,
2986,rajatgoyal715,1152,,388,764,,,
2986,ashuag007,1152,,366,786,,,
2986,gps97531,1152,,410,742,,,-1
2986,joy_umar_hasan,1152,,326,826,,,
2992,nilshah117,1150,,346,804,,,
2992,varun_raj,1150,,430,720,,,
2992,hafiz_samrat,1150,,384,766,,,
2992,liuxueyang,1150,,400,750,,-3,
2992,vaibhav14,1150,,404,746,,,
2992,yarzinthe,1150,,442,708,,,
2992,31415926535x,1150,,454,696,,,
2992,lunga,1150,,376,774,,,
2992,ccut_wjy,1150,,390,760,,,
3001,Md_Al_Siam,1148,,446,702,,,
3001,rutul204,1148,,372,776,,,
3001,0wner,1148,,396,752,,,
3001,ZyMa,1148,,402,746,,,
3005,lemty,1146,,486,660,,,
3005,Prashant1104,1146,,354,792,,,
3005,creane,1146,,370,776,,,
3005,mandy13,1146,,448,698,,,
3005,Ivan_VAVKO,1146,,386,760,,,
3005,Only_Wolfy,1146,,354,792,,,
3005,manojkannekanti,1146,,396,750,,,
3005,kraten,1146,,466,680,,,
3013,RealDAN,1144,,276,868,,,
3013,_pdhack_,1144,,396,748,,,
3013,lveClannad,1144,,350,794,,,
3013,Vjeks,1144,,288,856,,,
3013,xuzihao,1144,,452,692,,,
3013,kiranmsv,1144,,470,674,,,
3013,amgfrthsp,1144,,328,816,,,
3020,kcchanal,1142,,398,744,,,
3020,AK18,1142,,414,728,,,
3020,Aditya007,1142,,272,,870,,
3020,TopSafder,1142,,480,662,,,
3020,Mality,1142,,258,884,,,
3020,a_mysterious_x,1142,,480,662,,,
3026,pra8eek,1140,,450,690,,,
3026,morrior,1140,,492,648,-1,,
3026,shangbohan,1140,,456,684,,,
3029,Washoum,1138,,478,660,,,
3029,rboi,1138,,290,848,,,
3029,Molo5ya,1138,,420,718,,,
3029,sjl623,1138,,398,740,,,
3029,Light71192,1138,,414,724,,,
3034,_kaizoku_,1136,,346,790,,,
3035,nadakatladheeraj,1134,,452,682,-1,,
3035,_Jessie,1134,,-2,-1,1134,-1,
3035,krushiksavani,1134,,468,666,,,
3038,939646437,1132,,446,686,-2,,
3038,vaibhav0521,1132,-1,448,734,,,
3038,sidjee,1132,,340,792,,,
3038,sami7786,1132,,414,718,,,
3042,kushal2619,1130,,446,684,,,
3042,sun_of_Ice,1130,,212,-1,918,,
3044,elkin330,1128,,432,696,-1,,
3044,Mark_Louba,1128,,480,648,-1,,
3044,kocharee,1128,,288,840,,,
3044,thor1234,1128,,456,672,,,
